Matrice fondamentale
-4.57132e-15, -1.87385e+01,  4.49723e+03
-1.87384e+01,  2.06585e-13,  3.05726e+05
 4.49722e+03, -2.93733e+05, -2.87822e+06
Distances
 4.29133e-01,  8.40214e+01,  6.60562e+01,  6.40529e+01,  4.41147e+01,  1.47482e+02,  2.11720e+02,  1.91898e+02,  2.25373e+02,  1.20566e+01,  1.01116e+02,  6.21822e+01,  1.27506e+02,  1.72846e+02,  2.76518e-02,  1.54033e+02,  1.26629e+02,  2.09912e+02,  4.42958e+01,  1.39577e+02,  2.07236e+02,  3.00444e+01,  1.46234e+02,  3.19624e+02,  3.37043e+02,  2.45503e+02,  1.16042e+02,  2.50201e+02,  3.13711e+02,  8.43193e+01,  2.68686e+02,  1.83320e+02
 8.39824e+01,  3.90121e-01,  1.81575e+01,  2.01317e+01,  4.01043e+01,  2.31665e+02,  1.27530e+02,  1.07817e+02,  1.40988e+02,  9.60090e+01,  1.85509e+02,  2.24009e+01,  2.11698e+02,  2.57217e+02,  8.40012e+01,  7.00752e+01,  2.11167e+02,  2.93935e+02,  4.02689e+01,  2.23732e+02,  1.22693e+02,  1.14013e+02,  2.30149e+02,  2.35491e+02,  2.52723e+02,  3.29625e+02,  3.21691e+01,  1.66308e+02,  2.29607e+02,  1.68163e+02,  3.52993e+02,  9.87134e+01
 6.59448e+01,  1.78435e+01,  8.25236e-03,  1.99343e+00,  2.20055e+01,  2.14025e+02,  1.46017e+02,  1.26234e+02,  1.59548e+02,  7.80997e+01,  1.67714e+02,  4.18184e+00,  1.94008e+02,  2.39595e+02,  6.60591e+01,  8.83771e+01,  1.93399e+02,  2.76476e+02,  2.20956e+01,  2.06079e+02,  1.41243e+02,  9.61424e+01,  2.12564e+02,  2.54219e+02,  2.71531e+02,  3.12229e+02,  5.03636e+01,  1.84823e+02,  2.48316e+02,  1.50448e+02,  3.35610e+02,  1.17221e+02
 6.39479e+01,  1.98691e+01,  2.00656e+00,  2.00057e-02,  1.99981e+01,  2.12084e+02,  1.48081e+02,  1.28289e+02,  1.61621e+02,  7.61181e+01,  1.65752e+02,  2.15964e+00,  1.92060e+02,  2.37658e+02,  6.40727e+01,  9.04163e+01,  1.91443e+02,  2.74561e+02,  2.00800e+01,  2.04137e+02,  1.43314e+02,  9.41666e+01,  2.10630e+02,  2.56320e+02,  2.73642e+02,  3.10323e+02,  5.23876e+01,  1.86894e+02,  2.50413e+02,  1.48494e+02,  3.33708e+02,  1.19285e+02
 4.38864e+01,  3.98967e+01,  2.19945e+01,  2.00019e+01,  1.49131e-13,  1.92016e+02,  1.68004e+02,  1.48194e+02,  1.81585e+02,  5.61602e+01,  1.45654e+02,  1.79175e+01,  1.71999e+02,  2.17536e+02,  4.41148e+01,  1.10308e+02,  1.71300e+02,  2.54506e+02,  1.98054e-13,  1.84079e+02,  1.63323e+02,  7.41976e+01,  1.90626e+02,  2.76185e+02,  2.93545e+02,  2.90230e+02,  7.22744e+01,  2.06731e+02,  2.70274e+02,  1.28532e+02,  3.13562e+02,  1.39319e+02
 1.48514e+02,  2.32331e+02,  2.13971e+02,  2.11912e+02,  1.91980e+02,  1.92052e-01,  3.59984e+02,  3.39920e+02,  3.74014e+02,  1.35192e+02,  4.66635e+01,  2.10733e+02,  1.98518e+01,  2.52962e+01,  1.47290e+02,  3.01737e+02,  2.13370e+01,  6.30743e+01,  1.92766e+02,  7.68242e+00,  3.56104e+02,  1.17183e+02,  5.86461e-01,  4.68080e+02,  4.85871e+02,  9.85853e+01,  2.63497e+02,  3.98054e+02,  4.62101e+02,  6.25442e+01,  1.21507e+02,  3.32235e+02
 2.12278e+02,  1.28467e+02,  1.45981e+02,  1.47917e+02,  1.67994e+02,  3.60005e+02,  1.26034e-01,  1.94756e+01,  1.33231e+01,  2.23642e+02,  3.14042e+02,  1.50795e+02,  3.39997e+02,  3.85905e+02,  2.11635e+02,  5.71286e+01,  3.39985e+02,  4.22195e+02,  1.68681e+02,  3.52007e+02,  5.26084e+00,  2.41717e+02,  3.58079e+02,  1.08456e+02,  1.25449e+02,  4.58129e+02,  9.50068e+01,  3.94547e+01,  1.02601e+02,  2.95823e+02,  4.81835e+02,  2.93990e+01
 1.92099e+02,  1.08181e+02,  1.25766e+02,  1.27711e+02,  1.47805e+02,  3.40072e+02,  2.05227e+01,  8.69747e-01,  3.37837e+01,  2.03591e+02,  2.93999e+02,  1.30496e+02,  3.20036e+02,  3.65959e+02,  1.91563e+02,  3.68616e+01,  3.19939e+02,  4.02381e+02,  1.48410e+02,  3.32071e+02,  1.52142e+01,  2.21685e+02,  3.38210e+02,  1.28978e+02,  1.46037e+02,  4.38337e+02,  7.48090e+01,  5.98305e+01,  1.23108e+02,  2.75891e+02,  4.62028e+02,  8.93943e+00
 2.26632e+02,  1.43015e+02,  1.60453e+02,  1.62379e+02,  1.82416e+02,  3.73976e+02,  1.46797e+01,  3.42170e+01,  1.54745e+00,  2.37887e+02,  3.28158e+02,  1.65322e+02,  3.54016e+02,  3.99851e+02,  2.25911e+02,  7.17607e+01,  3.54068e+02,  4.35992e+02,  1.83164e+02,  3.65992e+02,  2.01163e+01,  2.55923e+02,  3.72005e+02,  9.34089e+01,  1.10330e+02,  4.71862e+02,  1.09536e+02,  2.46096e+01,  8.75725e+01,  3.09880e+02,  4.95548e+02,  4.42101e+01
 1.19440e+01,  9.59910e+01,  7.79021e+01,  7.58840e+01,  5.58416e+01,  1.36804e+02,  2.24357e+02,  2.04413e+02,  2.38108e+02,  6.72216e-01,  9.01566e+01,  7.40555e+01,  1.16718e+02,  1.62279e+02,  1.14253e+01,  1.66326e+02,  1.15787e+02,  1.99600e+02,  5.60696e+01,  1.28861e+02,  2.19891e+02,  1.87563e+01,  1.35589e+02,  3.32842e+02,  3.50378e+02,  2.35369e+02,  1.28117e+02,  2.63013e+02,  3.26894e+02,  7.33454e+01,  2.58651e+02,  1.95854e+02
